dry_run_rank,ticker,company_name,exchange,country,sector,industry,market_cap,source,instrument_type,instrument_scope,classification_confidence,classification_reason,dry_run_status,scoring_performed,openai_called,broker_called,financial_advice
128,ALDF,Aldel Financial II Inc. - Class A Ordinary Shares,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
129,ALDX,"Aldeyra Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
130,ALEC,"Alector, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
131,ALGM,"Allegro MicroSystems, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
132,ALGN,"Align Technology, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
133,ALGS,"Aligos Therapeutics, Inc. - Common stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
134,ALGT,Allegiant Travel Company - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
135,ALHC,"Alignment Healthcare, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
136,ALKS,Alkermes plc - Ordinary Shares,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
137,ALKT,"Alkami Technology, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
138,ALLO,"Allogene Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
139,ALLR,"Allarity Therapeutics, Inc. - Common stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
140,ALLT,Allot Ltd. - Ordinary Shares,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
141,ALM,Almonty Industries Inc. - Common Shares,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
142,ALMR,"Alamar Biosciences, Inc. - Class A common stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
143,ALMS,Alumis Inc. - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
144,ALMU,"Aeluma, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
145,ALNT,Allient Inc. - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
146,ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
147,ALOT,"AstroNova, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
148,ALOV,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Class A Ordinary Shares",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
149,ALOY,REalloys Inc. - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
150,ALP,Alpha Compute Corp  - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
151,ALPS,ALPS Group Inc - Ordinary Share,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.,SOURCE_ONLY,False,False,False,False
152,ALRM,"Alarm.com Holdings, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
153,ALRS,Alerus Financial Corporation - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
154,ALT,"Altimmune, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
155,ALTI,"AlTi Global, Inc. - Class A Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
156,ALTO,"Alto Ingredients, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
157,ALVO,Alvotech - Ordinary Shares,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
158,ALXO,ALX Oncology Holdings Inc. - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
159,ALZN,"Alzamend Neuro, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
160,AMAL,Amalgamated Financial Corp. - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
161,AMAT,"Applied Materials, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
162,AMBA,"Ambarella, Inc. - Ordinary Shares",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
163,AMBR,Amber International Holding Limited - American Depositary Shares,NASDAQ,USA,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,SOURCE_ONLY,False,False,False,False
164,AMCI,AMC Robotics Corporation - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
165,AMCX,AMC Global Media Inc. - Class A Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
166,AMD,"Advanced Micro Devices, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
167,AMGN,Amgen Inc. - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
168,AMIX,"Autonomix Medical, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
169,AMKR,"Amkor Technology, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
170,AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
171,AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
172,AMPG,"Amplitech Group, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
173,AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
174,AMPL,"Amplitude, Inc. - Class A Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
175,AMRN,Amarin Corporation plc - American Depositary Shares,NASDAQ,USA,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,SOURCE_ONLY,False,False,False,False
176,AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
177,AMSC,American Superconductor Corporation - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
178,AMSF,"AMERISAFE, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
179,AMSS,AMASS Brands Inc. - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
180,AMST,Amesite Inc. - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
181,AMTX,"Aemetis, Inc - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
182,AMZN,"Amazon.com, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
183,ANAB,"AnaptysBio, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
184,ANDE,"The Andersons, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
185,ANGH,Anghami Inc. - Ordinary Shares,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
186,ANGI,Angi Inc. - Class A Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
187,ANGO,"AngioDynamics, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
188,ANIK,Anika Therapeutics Inc. - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
189,ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
190,ANIX,"Anixa Biosciences, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
191,ANL,Adlai Nortye Ltd. - American Depositary Shares,NASDAQ,USA,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,SOURCE_ONLY,False,False,False,False
192,ANNA,"AleAnna, Inc. - Class A Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
193,ANNX,"Annexon, Inc. - common stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
194,ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
195,ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
196,ANTX,"AN2 Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
197,ANY,Sphere 3D Corp. - Common Shares,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
198,AOSL,Alpha and Omega Semiconductor Limited - Common Shares,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
199,AOUT,"American Outdoor Brands, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
200,APA,APA Corporation - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
201,APAC,StoneBridge Acquisition II Corporation - Class A Ordinary Shares,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
202,APC,ARKO Petroleum Corp. - Class A Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
203,APEI,"American Public Education, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
204,APGE,"Apogee Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
205,API,"Agora, Inc. - ADS",NASDAQ,USA,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,SOURCE_ONLY,False,False,False,False
206,APLD,Applied Digital Corporation - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
207,APLM,Apollomics Inc. - Class A Ordinary Shares,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
208,APM,Aptorum Group Limited - Class A Ordinary Shares,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
209,APOG,"Apogee Enterprises, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
210,APP,Applovin Corporation - Class A Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
211,APPF,"AppFolio, Inc. - Class A Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
212,APPN,Appian Corporation - Class A Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
213,APPS,"Digital Turbine, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
214,APRE,"Aprea Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
215,APVO,Aptevo Therapeutics Inc. - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
216,APWC,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
217,APXT,Apex Treasury Corporation - Class A Ordinary Share,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.,SOURCE_ONLY,False,False,False,False
218,APYX,Apyx Medical Corporation - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
219,AQB,"AquaBounty Technologies, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
220,AQMS,"Aqua Metals, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
221,AQST,"Aquestive Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
222,ARAI,Arrive AI Inc. - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
223,ARAY,Accuray Incorporated - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
224,ARBB,ARB IOT Group Limited - Ordinary Shares,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
225,ARBE,Arbe Robotics Ltd. - Ordinary Shares,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
226,ARBK,Argo Blockchain plc - American Depositary Shares,NASDAQ,USA,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,SOURCE_ONLY,False,False,False,False
227,ARCB,ArcBest Corporation - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
228,ARCL,ARC Group Acquisition I Corp - Class A Ordinary Shares,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
229,ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
230,ARDX,"Ardelyx, Inc. - Common Stock",NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
231,AREC,American Resources Corporation - Class A Common Stock,NASDAQ,USA,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,SOURCE_ONLY,False,False,False,False
232,ARGX,argenx SE - American Depositary Shares,NASDAQ,USA,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,SOURCE_ONLY,False,False,False,False
