Symbol,Name,Exchange,Country,Sector,Industry,Market Cap,Last Sale,Volume,Source,instrument_type,instrument_scope,classification_confidence,classification_reason
ALTO,"Alto Ingredients, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ALVO,Alvotech - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ALXO,ALX Oncology Holdings Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ALZN,"Alzamend Neuro, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMAL,Amalgamated Financial Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMAT,"Applied Materials, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMBA,"Ambarella, Inc. - Ordinary Shares",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMBR,Amber International Holding Limited - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
AMCI,AMC Robotics Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMCX,AMC Global Media Inc. - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMD,"Advanced Micro Devices, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMGN,Amgen Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMIX,"Autonomix Medical, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMKR,"Amkor Technology, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMPG,"Amplitech Group, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMPL,"Amplitude, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMRN,Amarin Corporation plc - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMSC,American Superconductor Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMSF,"AMERISAFE, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMSS,AMASS Brands Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMST,Amesite Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMTX,"Aemetis, Inc - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AMZN,"Amazon.com, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANAB,"AnaptysBio, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANDE,"The Andersons, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANGH,Anghami Inc. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANGI,Angi Inc. - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANGO,"AngioDynamics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANIK,Anika Therapeutics Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANIX,"Anixa Biosciences, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANL,Adlai Nortye Ltd. - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
ANNA,"AleAnna, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANNX,"Annexon, Inc. - common stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANTX,"AN2 Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ANY,Sphere 3D Corp. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AOUT,"American Outdoor Brands, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APA,APA Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APAC,StoneBridge Acquisition II Corporation - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APC,ARKO Petroleum Corp. - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APEI,"American Public Education, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APGE,"Apogee Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
API,"Agora, Inc. - ADS",NASDAQ,USA,,,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
APLD,Applied Digital Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APLM,Apollomics Inc. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APM,Aptorum Group Limited - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APOG,"Apogee Enterprises, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APP,Applovin Corporation - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APPF,"AppFolio, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APPN,Appian Corporation - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APPS,"Digital Turbine, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APRE,"Aprea Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APVO,Aptevo Therapeutics Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APWC,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
APXT,Apex Treasury Corporation - Class A Ordinary Share,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
APYX,Apyx Medical Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AQB,"AquaBounty Technologies, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AQMS,"Aqua Metals, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AQST,"Aquestive Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARAI,Arrive AI Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARAY,Accuray Incorporated - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARBB,ARB IOT Group Limited - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARBE,Arbe Robotics Ltd. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARBK,Argo Blockchain plc - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
ARCB,ArcBest Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARCL,ARC Group Acquisition I Corp - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARDX,"Ardelyx, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AREC,American Resources Corporation - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARGX,argenx SE - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
ARHS,"Arhaus, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARKO,ARKO Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARKR,Ark Restaurants Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARM,Arm Holdings plc - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
AROW,Arrow Financial Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARQ,"Arq, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARQQ,Arqit Quantum Inc. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARRY,"Array Technologies, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARTL,"Artelo Biosciences, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARVN,"Arvinas, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ARXS,"Arxis, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASBP,"Aspire Biopharma Holdings, Inc.  - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASLE,AerSale Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASMB,"Assembly Biosciences, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASML,ASML Holding N.V. - New York Registry Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
ASND,Ascendis Pharma A/S - Ordinary Share,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.
ASO,"Academy Sports and Outdoors, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASPI,ASP Isotopes Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASPS,Altisource Portfolio Solutions S.A. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASRT,"Assertio Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASRV,AmeriServ Financial Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASST,"Strive, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASTC,Astrotech Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASTE,"Astec Industries, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASTH,Astrana Health Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASTI,"Ascent Solar Technologies, Inc - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASTL,Algoma Steel Group Inc. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASUR,Asure Software Inc - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ASYS,"Amtech Systems, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATAI,AtaiBeckley Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATAT,Atour Lifestyle Holdings Limited - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
ATCX,Atlas Critical Minerals Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATEC,"Alphatec Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATER,"Aterian, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATEX,Anterix Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATGL,Alpha Technology Group Limited - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATHE,Alterity Therapeutics Limited - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.
ATHR,"Aether Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATLC,Atlanticus Holdings Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATLN,Atlantic International Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATLO,Ames National Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATLX,Atlas Lithium Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATNI,"ATN International, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATOM,Atomera Incorporated - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATOS,"Atossa Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATPC,Agape ATP Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATRA,"Atara Biotherapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATRC,"AtriCure, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATRO,Astronics Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATXG,Addentax Group Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
ATYR,"aTyr Pharma, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
AUBN,"Auburn National Bancorporation, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.
