Symbol,Name,Exchange,Country,Sector,Industry,Market Cap,Last Sale,Volume,Source
ANTX,"AN2 Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ANY,Sphere 3D Corp. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted
AOUT,"American Outdoor Brands, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
APA,APA Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
APAC,StoneBridge Acquisition II Corporation - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
APACR,StoneBridge Acquisition II Corporation - Rights,NASDAQ,USA,,,,,,nasdaqlisted
APACU,StoneBridge Acquisition II Corporation - Units,NASDAQ,USA,,,,,,nasdaqlisted
APC,ARKO Petroleum Corp. - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
APEI,"American Public Education, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
APGE,"Apogee Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
API,"Agora, Inc. - ADS",NASDAQ,USA,,,,,,nasdaqlisted
APLD,Applied Digital Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
APLM,Apollomics Inc. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
APLMW,Apollomics Inc. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
APM,Aptorum Group Limited - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
APMCU,AmperCap Acquisition Company - Unit,NASDAQ,USA,,,,,,nasdaqlisted
APOG,"Apogee Enterprises, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
APP,Applovin Corporation - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
APPF,"AppFolio, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
APPN,Appian Corporation - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
APPS,"Digital Turbine, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
APRE,"Aprea Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
APURU,Aperture AC - Units,NASDAQ,USA,,,,,,nasdaqlisted
APVO,Aptevo Therapeutics Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
APWC,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",NASDAQ,USA,,,,,,nasdaqlisted
APXT,Apex Treasury Corporation - Class A Ordinary Share,NASDAQ,USA,,,,,,nasdaqlisted
APXTU,Apex Treasury Corporation - Units,NASDAQ,USA,,,,,,nasdaqlisted
APXTW,Apex Treasury Corporation - Warrants,NASDAQ,USA,,,,,,nasdaqlisted
APYX,Apyx Medical Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
AQB,"AquaBounty Technologies, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AQMS,"Aqua Metals, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AQST,"Aquestive Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ARAI,Arrive AI Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ARAY,Accuray Incorporated - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ARBB,ARB IOT Group Limited - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
ARBE,Arbe Robotics Ltd. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
ARBEW,Arbe Robotics Ltd. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
ARBK,Argo Blockchain plc - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
ARCB,ArcBest Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ARCC,Ares Capital Corporation - Closed End Fund,NASDAQ,USA,,,,,,nasdaqlisted
ARCI,Archimedes Tech SPAC Partners III Co. - Ordinary Share,NASDAQ,USA,,,,,,nasdaqlisted
ARCIU,Archimedes Tech SPAC Partners III Co. - Unit,NASDAQ,USA,,,,,,nasdaqlisted
ARCIW,Archimedes Tech SPAC Partners III Co. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
ARCL,ARC Group Acquisition I Corp - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
ARCLR,ARC Group Acquisition I Corp - Right,NASDAQ,USA,,,,,,nasdaqlisted
ARCLU,ARC Group Acquisition I Corp - Unit,NASDAQ,USA,,,,,,nasdaqlisted
ARCLW,ARC Group Acquisition I Corp - Warrants,NASDAQ,USA,,,,,,nasdaqlisted
ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ARDX,"Ardelyx, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AREC,American Resources Corporation - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ARGX,argenx SE - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
ARHS,"Arhaus, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ARKO,ARKO Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ARKR,Ark Restaurants Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ARLP,"Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests",NASDAQ,USA,,,,,,nasdaqlisted
ARM,Arm Holdings plc - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
AROW,Arrow Financial Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ARQ,"Arq, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ARQQ,Arqit Quantum Inc. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
ARQQW,Arqit Quantum Inc. - Warrants,NASDAQ,USA,,,,,,nasdaqlisted
ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",NASDAQ,USA,,,,,,nasdaqlisted
ARRY,"Array Technologies, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ARTC,Art Technology Acquisition Corp. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
ARTCU,Art Technology Acquisition Corp. - Units,NASDAQ,USA,,,,,,nasdaqlisted
ARTCW,Art Technology Acquisition Corp. - Warrants,NASDAQ,USA,,,,,,nasdaqlisted
ARTL,"Artelo Biosciences, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ARVN,"Arvinas, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ARXS,"Arxis, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ASBP,"Aspire Biopharma Holdings, Inc.  - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ASBPW,"Aspire Biopharma Holdings, Inc.  - Warrant",NASDAQ,USA,,,,,,nasdaqlisted
ASLE,AerSale Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ASMB,"Assembly Biosciences, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ASML,ASML Holding N.V. - New York Registry Shares,NASDAQ,USA,,,,,,nasdaqlisted
ASND,Ascendis Pharma A/S - Ordinary Share,NASDAQ,USA,,,,,,nasdaqlisted
ASO,"Academy Sports and Outdoors, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ASPC,A SPAC III Acquisition Corp. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
ASPCR,A SPAC III Acquisition Corp. - Right,NASDAQ,USA,,,,,,nasdaqlisted
ASPCU,A SPAC III Acquisition Corp. - Unit,NASDAQ,USA,,,,,,nasdaqlisted
ASPI,ASP Isotopes Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ASPS,Altisource Portfolio Solutions S.A. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ASPSW,Altisource Portfolio Solutions S.A. - Net Settle Stakeholder Warrants,NASDAQ,USA,,,,,,nasdaqlisted
ASPSZ,Altisource Portfolio Solutions S.A. - Cash Exercise Stakeholder Warrants,NASDAQ,USA,,,,,,nasdaqlisted
ASRT,"Assertio Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ASRV,AmeriServ Financial Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ASST,"Strive, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ASTC,Astrotech Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ASTE,"Astec Industries, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ASTH,Astrana Health Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ASTI,"Ascent Solar Technologies, Inc - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ASTL,Algoma Steel Group Inc. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted
ASTLW,Algoma Steel Group Inc. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
ASTS,"AST SpaceMobile, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ASUR,Asure Software Inc - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ASYS,"Amtech Systems, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ATAI,AtaiBeckley Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ATAT,Atour Lifestyle Holdings Limited - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
ATCX,Atlas Critical Minerals Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ATEC,"Alphatec Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ATER,"Aterian, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ATEX,Anterix Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ATGL,Alpha Technology Group Limited - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
ATHE,Alterity Therapeutics Limited - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
ATHR,"Aether Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ATII,Archimedes Tech SPAC Partners II Co. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
ATIIU,Archimedes Tech SPAC Partners II Co. - Unit,NASDAQ,USA,,,,,,nasdaqlisted
ATIIW,Archimedes Tech SPAC Partners II Co. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
ATLC,Atlanticus Holdings Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ATLCL,Atlanticus Holdings Corporation - 6.125% Senior Notes due 2026,NASDAQ,USA,,,,,,nasdaqlisted
ATLCP,"Atlanticus Holdings Corporation - 7.625% Series B Cumulative Perpetual Preferred Stock, no par value per share",NASDAQ,USA,,,,,,nasdaqlisted
ATLCZ,Atlanticus Holdings Corporation - 9.25% Senior Notes due 2029,NASDAQ,USA,,,,,,nasdaqlisted
ATLN,Atlantic International Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ATLO,Ames National Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ATLX,Atlas Lithium Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ATNI,"ATN International, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ATOM,Atomera Incorporated - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ATOS,"Atossa Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ATPC,Agape ATP Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ATRA,"Atara Biotherapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ATRC,"AtriCure, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
ATRO,Astronics Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ATXG,Addentax Group Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
ATYR,"aTyr Pharma, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AUBN,"Auburn National Bancorporation, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AUC,ATIF Holdings Limited - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
AUDC,AudioCodes Ltd. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
AUGO,Aura Minerals Inc. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted
AUID,authID Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
AUPH,Aurinia Pharmaceuticals Inc - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted
AUR,"Aurora Innovation, Inc.  - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AURA,"Aura Biosciences, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AURE,Aurelion Inc.  - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
AUROW,"Aurora Innovation, Inc.  - Warrant",NASDAQ,USA,,,,,,nasdaqlisted
AUTL,Autolus Therapeutics plc - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
AUUD,Auddia Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
AVAV,"AeroVironment, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AVBH,"Avidbank Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AVBP,"ArriVent BioPharma, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AVGO,Broadcom Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
AVIR,"Atea Pharmaceuticals, Inc. - common stock",NASDAQ,USA,,,,,,nasdaqlisted
AVLN,Avalyn Pharma Inc. - common stock,NASDAQ,USA,,,,,,nasdaqlisted
AVNW,"Aviat Networks, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AVO,"Mission Produce, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AVPT,"AvePoint, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AVR,Anteris Technologies Global Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
AVT,"Avnet, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AVTX,"Avalo Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AVX,Avax One Technology Ltd. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted
AVXL,Anavex Life Sciences Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
AWRE,"Aware, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AXG,Solowin Holdings - Class A Ordinary Share,NASDAQ,USA,,,,,,nasdaqlisted
AXGN,"Axogen, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AXIN,Axiom Intelligence Acquisition Corp 1 - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
AXINR,Axiom Intelligence Acquisition Corp 1 - Right,NASDAQ,USA,,,,,,nasdaqlisted
AXINU,Axiom Intelligence Acquisition Corp 1 - Units,NASDAQ,USA,,,,,,nasdaqlisted
AXON,"Axon Enterprise, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AXSM,"Axsome Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AXTI,AXT Inc - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
AYA,Aya Gold & Silver Inc. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted
AYTU,"Aytu BioPharma, Inc.  - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
AZ,A2Z Cust2Mate Solutions Corp. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
AZTA,"Azenta, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BACC,Blue Acquisition Corp. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
BACCR,Blue Acquisition Corp. - Right,NASDAQ,USA,,,,,,nasdaqlisted
BACCU,Blue Acquisition Corp. - Unit,NASDAQ,USA,,,,,,nasdaqlisted
BAER,"Bridger Aerospace Group Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BAERW,"Bridger Aerospace Group Holdings, Inc. - Warrant",NASDAQ,USA,,,,,,nasdaqlisted
BAFN,BayFirst Financial Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BAND,Bandwidth Inc. - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BANF,BancFirst Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BANFP,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities,NASDAQ,USA,,,,,,nasdaqlisted
BANL,CBL International Limited - Class B Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
BANR,Banner Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BANX,ArrowMark Financial Corp. - Closed End Fund,NASDAQ,USA,,,,,,nasdaqlisted
BAOS,Baosheng Media Group Holdings Limited - Ordinary shares,NASDAQ,USA,,,,,,nasdaqlisted
BATRA,"Atlanta Braves Holdings, Inc. - Series A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BATRK,"Atlanta Braves Holdings, Inc. - Series C Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BAYA,Bayview Acquisition Corp - Ordinary Share,NASDAQ,USA,,,,,,nasdaqlisted
BAYAR,Bayview Acquisition Corp - Right,NASDAQ,USA,,,,,,nasdaqlisted
BAYAU,Bayview Acquisition Corp - Unit,NASDAQ,USA,,,,,,nasdaqlisted
BBCP,"Concrete Pumping Holdings, Inc.  - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BBCQ,Bleichroeder Acquisition Corp. II - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
BBCQU,Bleichroeder Acquisition Corp. II - Units,NASDAQ,USA,,,,,,nasdaqlisted
BBCQW,Bleichroeder Acquisition Corp. II - Warrants,NASDAQ,USA,,,,,,nasdaqlisted
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BBIO,"BridgeBio Pharma, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BBLG,Bone Biologics Corp - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BBLGW,Bone Biologics Corp - warrants,NASDAQ,USA,,,,,,nasdaqlisted
BBNX,"Beta Bionics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BBOT,"BridgeBio Oncology Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BBSI,"Barrett Business Services, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BCAB,"BioAtla, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BCAL,California BanCorp - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BCAR,D. Boral ARC Acquisition I Corp. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
BCARU,D. Boral ARC Acquisition I Corp. - Units,NASDAQ,USA,,,,,,nasdaqlisted
BCARW,D. Boral ARC Acquisition I Corp. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
BCAX,Bicara Therapeutics Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BCDA,"BioCardia, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BCG,"Binah Capital Group, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BCGWW,"Binah Capital Group, Inc. - Warrants",NASDAQ,USA,,,,,,nasdaqlisted
BCIC,BCP Investment Corporation - Closed End Fund,NASDAQ,USA,,,,,,nasdaqlisted
BCML,BayCom Corp - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BCPC,Balchem Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BCTX,BriaCell Therapeutics Corp. - Common Shares,NASDAQ,USA,,,,,,nasdaqlisted
BCTXL,BriaCell Therapeutics Corp. - Warrants,NASDAQ,USA,,,,,,nasdaqlisted
BCTXZ,BriaCell Therapeutics Corp. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
BCYC,Bicycle Therapeutics plc - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
BDCI,BTC Development Corp. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
BDCIU,BTC Development Corp. - Unit,NASDAQ,USA,,,,,,nasdaqlisted
BDCIW,BTC Development Corp. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
BDMD,Baird Medical Investment Holdings Ltd - Ordinary Share,NASDAQ,USA,,,,,,nasdaqlisted
BDMDW,Baird Medical Investment Holdings Ltd - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
BDRX,Biodexa Pharmaceuticals plc - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
BDSX,"Biodesix, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BEAG,Bold Eagle Acquisition Corp. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
BEAGR,Bold Eagle Acquisition Corp. - Right,NASDAQ,USA,,,,,,nasdaqlisted
BEAGU,Bold Eagle Acquisition Corp. - Units,NASDAQ,USA,,,,,,nasdaqlisted
BEAM,Beam Therapeutics Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BEAT,"Heartbeam, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BEATW,"Heartbeam, Inc. - Warrant",NASDAQ,USA,,,,,,nasdaqlisted
BEEM,Beam Global - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BEEP,Mobile Infrastructure Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BELFA,Bel Fuse Inc. - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BELFB,Bel Fuse Inc. - Class B Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BENF,Beneficient - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BENFW,Beneficient - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
BETR,Better Home & Finance Holding Company - Class A Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BETRW,Better Home & Finance Holding Company - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
BFC,Bank First Corporation - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BFRG,"Bullfrog AI Holdings, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BFRGW,"Bullfrog AI Holdings, Inc. - Warrants",NASDAQ,USA,,,,,,nasdaqlisted
BFRI,Biofrontera Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BFRIW,Biofrontera Inc. - Warrants,NASDAQ,USA,,,,,,nasdaqlisted
BFST,"Business First Bancshares, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BGC,"BGC Group, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BGDE,"Big Digital Energy, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BGIN,Bgin Blockchain Limited - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
BGL,Blue Gold Limited - Class A ordinary shares,NASDAQ,USA,,,,,,nasdaqlisted
BGLC,BioNexus Gene Lab Corp - Common stock,NASDAQ,USA,,,,,,nasdaqlisted
BGLWW,Blue Gold Limited - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
BGM,BGM Group Ltd. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
BGMS,"Bio Green Med Solution, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BHAV,BHAV Acquisition Corp - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
BHAVR,BHAV Acquisition Corp - Rights,NASDAQ,USA,,,,,,nasdaqlisted
BHAVU,BHAV Acquisition Corp - Units,NASDAQ,USA,,,,,,nasdaqlisted
BHF,"Brighthouse Financial, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BHFAL,"Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058",NASDAQ,USA,,,,,,nasdaqlisted
BHFAM,"Brighthouse Financial, Inc. - Depositary shares each representing a 1/1,000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock, Series D",NASDAQ,USA,,,,,,nasdaqlisted
BHFAN,"Brighthouse Financial, Inc. - depositary shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series C",NASDAQ,USA,,,,,,nasdaqlisted
BHFAO,"Brighthouse Financial, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 6.750% Non-Cumulative Preferred Stock, Series B",NASDAQ,USA,,,,,,nasdaqlisted
BHFAP,"Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A",NASDAQ,USA,,,,,,nasdaqlisted
BHRB,Burke & Herbert Financial Services Corp. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BHST,BioHarvest Sciences Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BIAF,"bioAffinity Technologies, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BIAFW,"bioAffinity Technologies, Inc. - Warrant",NASDAQ,USA,,,,,,nasdaqlisted
BIDU,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",NASDAQ,USA,,,,,,nasdaqlisted
BIDWU,Tribeca Strategic Acquisition Corp. - Unit,NASDAQ,USA,,,,,,nasdaqlisted
BIIB,Biogen Inc. - Common Stock,NASDAQ,USA,,,,,,nasdaqlisted
BILI,Bilibili Inc. - American Depositary Shares,NASDAQ,USA,,,,,,nasdaqlisted
BIOA,"BioAge Labs, Inc. - Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BIOX,Bioceres Crop Solutions Corp. - Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
BIRD,"Allbirds, Inc. - Class A Common Stock",NASDAQ,USA,,,,,,nasdaqlisted
BIVI,BioVie Inc. - Common stock,NASDAQ,USA,,,,,,nasdaqlisted
BIVIW,BioVie Inc. - Warrant,NASDAQ,USA,,,,,,nasdaqlisted
BIXI,Bitcoin Infrastructure Acquisition Corp Ltd. - Class A Ordinary Shares,NASDAQ,USA,,,,,,nasdaqlisted
