row_number,instrument_id,symbol,isin,company_name,exchange,country,provider_before,source_provider_before,source_provider_proposed,identity_match,collision_result,disposition,candidate_action,evidence_blob_sha
83,nse_india_a2ed08b5d165c956,AIIL,INE206F01022,Authum Investment & Infrastructure Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
84,nse_india_989eea9afe69f2ec,AIRAN,INE645W01026,Airan Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
85,nse_india_5d50e052f3e38c67,AIROLAM,INE801L01010,Airo Lam limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
86,nse_india_9f9c7505ea5a021a,AJANTPHARM,INE031B01049,Ajanta Pharma Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
87,nse_india_f3efe90b3da8defa,AJAXENGG,INE274Y01021,Ajax Engineering Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
88,nse_india_ba6e1d4abdadfcc2,AJMERA,INE298G01035,Ajmera Realty & Infra India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
89,nse_india_7393a80fb68124d4,AJOONI,INE820Y01021,Ajooni Biotech Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
90,nse_india_8bd59ef4568213cc,AKASH,INE737W01013,Akash Infra-Projects Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
91,nse_india_1fa95da5f3a9e0cc,AKCAPIT,INE701G01012,AK Capital Services Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
92,nse_india_82ae88078106cab7,AKG,INE00Y801016,Akg Exim Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
93,nse_india_37290a0d49eadb07,AKI,INE642Z01026,AKI India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
94,nse_india_5ec34239d09f79e7,AKSHAR,INE256Z01025,Akshar Spintex Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
95,nse_india_1230f0f73c5e2daa,AKUMS,INE09XN01023,Akums Drugs and Pharmaceuticals Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
96,nse_india_70b886c461c10ea5,ALANKIT,INE914E01040,Alankit Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
97,nse_india_8a100fb1862ce8ab,ALBERTDAVD,INE155C01010,Albert David Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
98,nse_india_bab5008546b1d827,ALEMBICLTD,INE426A01027,Alembic Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
99,nse_india_00da3cd316265174,ALGOQUANT,INE598D01035,Algoquant Fintech Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
100,nse_india_c2d2b92636081a01,ALICON,INE062D01024,Alicon Castalloy Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
101,nse_india_8fae6cc68ef828dd,ALIVUS,INE03Q201024,Alivus Life Sciences Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
102,nse_india_76349975576e5dbd,ALKEM,INE540L01014,Alkem Laboratories Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
103,nse_india_cb5a8f0ea40ac5fc,ALKYLAMINE,INE150B01039,Alkyl Amines Chemicals Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
104,nse_india_fa871d10cbb137aa,ALLCARGO,INE418H01029,Allcargo Logistics Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
105,nse_india_06a88dcae3d589ca,ALLDIGI,INE835G01018,Alldigi Tech Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
106,nse_india_346035d51e0c7d89,ALLTIME,INE0GV601021,All Time Plastics Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
107,nse_india_41f23158cd802b29,ALMONDZ,INE326B01035,Almondz Global Securities Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
108,nse_india_c5f368bbb43cafa1,ALOKINDS,INE270A01029,Alok Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
109,nse_india_821a1fdb34cab92a,ALPA,INE385I01010,Alpa Laboratories Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
110,nse_india_e736149ee15a5a1e,ALPHAGEO,INE137C01018,Alphageo (India) Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
111,nse_india_bcfd4d464631b226,ALPINETEX,INE1JCQ01037,Alpine Texworld Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
112,nse_india_ca237fe7f8dba995,AMAGI,INE121R01077,Amagi Media Labs Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
113,nse_india_61dcb5fb3ab16f08,AMBALALSA,INE432A01017,Ambalal Sarabhai Enterprises Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
114,nse_india_2cb9f11e32d485a8,AMBER,INE371P01015,Amber Enterprises India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
115,nse_india_b1462f0169731e06,AMBICAAGAR,INE792B01012,Ambica Agarbathies & Aroma industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
116,nse_india_3019bc8ba742bcc7,AMBIKCO,INE540G01014,Ambika Cotton Mills Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
117,nse_india_49b3bb157bd14d03,AMBUJACEM,INE079A01024,Ambuja Cements Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
118,nse_india_6654554d632bb75b,AMDIND,INE005I01014,AMD Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
119,nse_india_3f3a996d2611900d,AMJLAND,INE606A01024,Amj Land Holdings Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
120,nse_india_b4685e8c5675e817,AMNPLST,INE275D01022,Amines & Plasticizers Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
121,nse_india_f7b62530a075f69f,AMRUTANJAN,INE098F01031,Amrutanjan Health Care Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
122,nse_india_f791a57bcbcb9728,ANANDRATHI,INE463V01026,Anand Rathi Wealth Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
123,nse_india_85cff00fd4ec7359,ANANTRAJ,INE242C01024,Anant Raj Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
124,nse_india_834ef8bd411660fa,ANDHRAPAP,INE435A01051,ANDHRA PAPER LIMITED,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
125,nse_india_86d12957fceee3d9,ANDHRSUGAR,INE715B01021,The Andhra Sugars Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
126,nse_india_2a7abeca27a5846c,ANGELONE,INE732I01021,Angel One Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
127,nse_india_0078444157302ba9,ANIKINDS,INE087B01017,Anik Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
128,nse_india_de7d251c2a0315e2,ANMOL,INE02AR01019,Anmol India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
129,nse_india_387ccfcb1167a471,ANTELOPUS,INE818A01017,Antelopus Selan Energy Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
130,nse_india_e7ef0a6914015a4d,ANTGRAPHIC,INE414B01021,Antarctica Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
131,nse_india_8b4914773e88d7b3,ANTHEM,INE0CZ201020,Anthem Biosciences Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
132,nse_india_ea9662431a140126,ANUHPHR,INE489G01022,Anuh Pharma Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
133,nse_india_34ebb64be22f772e,ANUP,INE294Z01018,The Anup Engineering Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
134,nse_india_9ba737bd8e9d3362,ANURAS,INE930P01018,Anupam Rasayan India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
135,nse_india_bd656056eebd644c,APARINDS,INE372A01015,Apar Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
136,nse_india_6f667933ea28116a,APCL,INE071F01012,Anjani Portland Cement Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
137,nse_india_5d4206ad1616f1c9,APCOTEXIND,INE116A01032,Apcotex Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
138,nse_india_fa26193ba49787bf,APEX,INE346W01013,Apex Frozen Foods Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
139,nse_india_157e17339d3d4bec,APLAPOLLO,INE702C01027,APL Apollo Tubes Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
140,nse_india_afff459547cb6e9e,APLLTD,INE901L01018,Alembic Pharmaceuticals Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
141,nse_india_04cbd004b5556a39,APOLLO,INE713T01028,Apollo Micro Systems Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
142,nse_india_834023f8763851cb,APOLLOHOSP,INE437A01024,Apollo Hospitals Enterprise Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
143,nse_india_e96fae8b09fb8121,APOLLOPIPE,INE126J01016,Apollo Pipes Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
144,nse_india_308749ffa80b61ce,APOLLOTYRE,INE438A01022,Apollo Tyres Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
145,nse_india_7b7dc282e2342d95,APOLSINHOT,INE451F01024,Apollo Sindoori Hotels Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
146,nse_india_b8a93405184b50c0,APTUS,INE852O01025,Aptus Value Housing Finance India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
147,nse_india_50258ecebecd6e29,AQYLON,INE416A01051,Aqylon Nexus Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
148,nse_india_d002ec8055b48377,ARCHIDPLY,INE877I01016,Archidply Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
149,nse_india_8904d3f7612121ff,ARCHIES,INE731A01020,Archies Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
150,nse_india_b5c1befaf3b83c4b,ARE&M,INE885A01032,Amara Raja Energy & Mobility Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
151,nse_india_6721bca0f699342b,ARENTERP,INE610C01014,Rajdarshan Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
152,nse_india_97579e6c0db2f75a,ARFIN,INE784R01023,Arfin India Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
153,nse_india_38a41d48ec802e50,ARIES,INE298I01015,Aries Agro Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
154,nse_india_7867fb6152a8bb9e,ARIHANT,INE413D01011,Arihant Foundations & Housing Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
155,nse_india_1154979e59f6bb80,ARIHANTCAP,INE420B01036,Arihant Capital Markets Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
156,nse_india_d0a64e5fcf2c1755,ARIHANTSUP,INE643K01018,Arihant Superstructures Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
157,nse_india_bc75be40fededeab,ARIS,INE0H9P01028,Arisinfra Solutions Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
158,nse_india_eb1aa50dfa15ebf4,ARKADE,INE0QRL01017,Arkade Developers Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
159,nse_india_b7d131f983ce3d63,ARMANFIN,INE109C01017,Arman Financial Services Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
160,nse_india_21b226fb2662d862,AROGRANITE,INE210C01013,Aro Granite Industries Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
161,nse_india_35f56c153e477890,ARSSBL,INE549H01021,Anand Rathi Share and Stock Brokers Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
162,nse_india_275b885eb676486b,ARTEMISMED,INE025R01021,Artemis Medicare Services Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
163,nse_india_adeec11cd08c6e39,ARTNIRMAN,INE738V01013,Art Nirman Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
164,nse_india_c783ff1d1b396a0f,ARVEE,INE006Z01016,Arvee Laboratories (India) Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
165,nse_india_44c0b11cc2bf29d7,ARVIND,INE034A01011,Arvind Limited,NSE,India,nse_india_v2_17g,,nse_india,MATCH_SYMBOL_ISIN,NO_COLLISION,READY_FOR_CANDIDATE_NORMALIZATION,SET_CANONICAL_SOURCE_PROVIDER,76c1065250030a7bbd882324b769a6a40cb2f430
