ticker,company_name,exchange,country,source_provider,source_file,instrument_type,instrument_scope,classification_confidence,classification_reason,sector,industry,market_cap,raw_cik,raw_exchange,provider_precedence,merge_action,merge_reason,isin,currency,mic,source_version,source_url,hkex_category,hkex_subcategory,hkex_board_lot,provider,source_phase,symbol,security_name,instrument_id,product_assignment_group_description,asset_type
ALY.AX,ALCHEMY RESOURCES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000ALY0,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,ALY.AX,ALCHEMY RESOURCES LIMITED,ALY,ORDINARY FULLY PAID,ordinary_equity
AL1.AX,ALCOA INC (AA) (NYSE),ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity_like,ordinary_or_equity_like_unclassified,medium,ASX v2.20F net_new_candidate; instrument_class=ordinary_or_equity_like_unclassified; match_type=no_current_match; context_match=False,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000AL13,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AL1.AX,ALCOA INC (AA) (NYSE),AL1,ALCOA INC (AA) (NYSE),ordinary_or_equity_like_unclassified
AJX.AX,ALEXIUM INTERNATIONAL GROUP LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000AJX6,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AJX.AX,ALEXIUM INTERNATIONAL GROUP LIMITED,AJX,ORDINARY FULLY PAID,ordinary_equity
1AI.AX,ALGORAE PHARMACEUTICALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000296022,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,1AI.AX,ALGORAE PHARMACEUTICALS LIMITED,1AI,ORDINARY FULLY PAID,ordinary_equity
AQX.AX,ALICE QUEEN LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000AQX1,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AQX.AX,ALICE QUEEN LIMITED,AQX,ORDINARY FULLY PAID,ordinary_equity
AQZ.AX,ALLIANCE AVIATION SERVICES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000AQZ6,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AQZ.AX,ALLIANCE AVIATION SERVICES LIMITED,AQZ,ORDINARY FULLY PAID,ordinary_equity
AXN.AX,ALLIANCE NICKEL LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000265381,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AXN.AX,ALLIANCE NICKEL LIMITED,AXN,ORDINARY FULLY PAID,ordinary_equity
AGE.AX,ALLIGATOR ENERGY LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000AGE2,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AGE.AX,ALLIGATOR ENERGY LIMITED,AGE,ORDINARY FULLY PAID,ordinary_equity
A4N.AX,ALPHA HPA LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000033060,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,A4N.AX,ALPHA HPA LIMITED,A4N,ORDINARY FULLY PAID,ordinary_equity
ALQ.AX,ALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000ALQ6,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,ALQ.AX,ALS LIMITED,ALQ,ORDINARY FULLY PAID,ordinary_equity
ALR.AX,ALTAIR MINERALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000333676,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,ALR.AX,ALTAIR MINERALS LIMITED,ALR,ORDINARY FULLY PAID,ordinary_equity
ATC.AX,ALTECH BATTERIES LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000ATC9,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,ATC.AX,ALTECH BATTERIES LTD,ATC,ORDINARY FULLY PAID,ordinary_equity
AIQ.AX,ALTERNATIVE INVESTMENT TRUST,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,listed_investment_vehicle,listed_investment_vehicle_conditional,medium,ASX v2.20F net_new_candidate; instrument_class=listed_investment_vehicle_conditional; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000AIQ2,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AIQ.AX,ALTERNATIVE INVESTMENT TRUST,AIQ,ORDINARY UNITS FULLY PAID,listed_investment_vehicle_conditional
ATT.AX,ALTITUDE MINERALS LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000407611,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,ATT.AX,ALTITUDE MINERALS LTD,ATT,ORDINARY FULLY PAID,ordinary_equity
ARO.AX,ALTORO METALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=False,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000480642,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,ARO.AX,ALTORO METALS LIMITED,ARO,ORDINARY FULLY PAID,ordinary_equity
ALU.AX,ALURION RESOURCES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=False,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000473878,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,ALU.AX,ALURION RESOURCES LIMITED,ALU,ORDINARY FULLY PAID,ordinary_equity
3DA.AX,AMAERO INC.,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity_like,ordinary_or_equity_like_unclassified,medium,ASX v2.20F net_new_candidate; instrument_class=ordinary_or_equity_like_unclassified; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000064578,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,3DA.AX,AMAERO INC.,3DA,CHESS DEPOSITARY INTERESTS 40:1,ordinary_or_equity_like_unclassified
AM3.AX,AMARA MINERALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000469801,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AM3.AX,AMARA MINERALS LIMITED,AM3,ORDINARY FULLY PAID,ordinary_equity
AMO.AX,AMBERTECH LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000AMO9,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AMO.AX,AMBERTECH LIMITED,AMO,ORDINARY FULLY PAID,ordinary_equity
AMU.AX,AMERICAN URANIUM LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000415879,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AMU.AX,AMERICAN URANIUM LTD,AMU,ORDINARY FULLY PAID,ordinary_equity
AW1.AX,AMERICAN WEST METALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000187239,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AW1.AX,AMERICAN WEST METALS LIMITED,AW1,ORDINARY FULLY PAID,ordinary_equity
AL3.AX,AML3D LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000079212,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AL3.AX,AML3D LIMITED,AL3,ORDINARY FULLY PAID,ordinary_equity
AOV.AX,AMOTIV LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000340770,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AOV.AX,AMOTIV LIMITED,AOV,ORDINARY FULLY PAID,ordinary_equity
ATX.AX,AMPLIA THERAPEUTICS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000023822,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,ATX.AX,AMPLIA THERAPEUTICS LIMITED,ATX,ORDINARY FULLY PAID,ordinary_equity
AEL.AX,AMPLITUDE ENERGY LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000361909,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AEL.AX,AMPLITUDE ENERGY LIMITED,AEL,ORDINARY FULLY PAID,ordinary_equity
ALD.AX,AMPOL LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000088338,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,ALD.AX,AMPOL LIMITED,ALD,ORDINARY FULLY PAID,ordinary_equity
AN1.AX,ANAGENICS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000198095,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AN1.AX,ANAGENICS LIMITED,AN1,ORDINARY FULLY PAID,ordinary_equity
ANR.AX,ANATARA LIFESCIENCES LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000ANR0,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,ANR.AX,ANATARA LIFESCIENCES LTD,ANR,ORDINARY FULLY PAID,ordinary_equity
ANX.AX,ANAX METALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000111114,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,ANX.AX,ANAX METALS LIMITED,ANX,ORDINARY FULLY PAID,ordinary_equity
ASL.AX,ANDEAN SILVER LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000343253,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,ASL.AX,ANDEAN SILVER LIMITED,ASL,ORDINARY FULLY PAID,ordinary_equity
ADN.AX,ANDROMEDA METALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000ADN0,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,ADN.AX,ANDROMEDA METALS LIMITED,ADN,ORDINARY FULLY PAID,ordinary_equity
ANN.AX,ANSELL LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000ANN9,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,ANN.AX,ANSELL LIMITED,ANN,ORDINARY FULLY PAID,ordinary_equity
ASN.AX,ANSON RESOURCES LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000ASN8,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,ASN.AX,ANSON RESOURCES LIMITED,ASN,ORDINARY FULLY PAID,ordinary_equity
AM5.AX,ANTARES METALS LIMITED,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU0000369829,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,AM5.AX,ANTARES METALS LIMITED,AM5,ORDINARY FULLY PAID,ordinary_equity
ADO.AX,ANTEOTECH LTD,ASX,Australia,ASX,outputs\full_universe_source_acquisition\asx_candidate_validation_net_new_candidates_v2_20f.csv,equity,ordinary_equity,high,ASX v2.20F net_new_candidate; instrument_class=ordinary_equity; match_type=no_current_match; context_match=True,,,,,ASX,ASX_AFTER_HKEX_V2_20G,append_net_new,ASX v2.20F validation_decision=net_new_candidate; no_current_match,AU000000ADO8,AUD,XASX,v2.20G,https://www.asx.com.au/markets/market-resources/isin-services,,,,ASX,v2.20G,ADO.AX,ANTEOTECH LTD,ADO,ORDINARY FULLY PAID,ordinary_equity
