row_number,local_code_raw_text,company_name,market_segment,industry,source_date
649,2483,HONYAKU Center Inc.,Standard Market(Domestic),9050,20260630
650,2484,"DEMAE-CAN CO.,LTD",Standard Market(Domestic),5250,20260630
651,2485,TEAR Corporation,Standard Market(Domestic),9050,20260630
652,2488,"JTP CO.,LTD.",Standard Market(Domestic),9050,20260630
653,2489,Adways Inc.,Standard Market(Domestic),9050,20260630
654,248A,KIDS STAR Inc.,Growth Market(Domestic),5250,20260630
655,2491,"ValueCommerce Co.,Ltd.",Prime Market (Domestic),9050,20260630
656,2492,Infomart Corporation,Prime Market (Domestic),9050,20260630
657,2493,"E-SUPPORTLINK,Ltd.",Standard Market(Domestic),9050,20260630
658,2497,"UNITED,Inc.",Growth Market(Domestic),9050,20260630
659,2498,Oriental Consultants Holdings Company Limited,Standard Market(Domestic),9050,20260630
660,2499,"NIHONWASOU HOLDINGS,INC.",Standard Market(Domestic),9050,20260630
662,2501,SAPPORO HOLDINGS LIMITED,Prime Market (Domestic),3050,20260630
663,2502,"Asahi Group Holdings,Ltd.",Prime Market (Domestic),3050,20260630
664,2503,"Kirin Holdings Company,Limited",Prime Market (Domestic),3050,20260630
665,250A,Shimadaya Corporation,Standard Market(Domestic),3050,20260630
689,2531,TAKARA HOLDINGS INC.,Prime Market (Domestic),3050,20260630
690,2533,"Oenon Holdings,Inc.",Prime Market (Domestic),3050,20260630
691,253A,"ETS Group Co.,Ltd.",Standard Market(Domestic),2050,20260630
692,254A,AI FUSION CAPITAL GROUP CORP.,Standard Market(Domestic),7100,20260630
701,255A,"GLTECHNO HOLDINGS,INC.",Standard Market(Domestic),3750,20260630
712,256A,TOBISHIMA HOLDINGS Inc.,Prime Market (Domestic),2050,20260630
713,2573,"HOKKAIDO COCA-COLA BOTTLING CO.,LTD.",Standard Market(Domestic),3050,20260630
714,2579,Coca-Cola Bottlers Japan Holdings Inc.,Prime Market (Domestic),3050,20260630
716,2585,"LIFEDRINK COMPANY,INC.",Prime Market (Domestic),3050,20260630
717,2586,FRUTA FRUTA INC.,Growth Market(Domestic),3050,20260630
718,2587,Suntory Beverage & Food Limited,Prime Market (Domestic),3050,20260630
719,2588,"Premium Water Holdings,Inc.",Standard Market(Domestic),3050,20260630
721,2590,"DyDo GROUP HOLDINGS,INC.",Prime Market (Domestic),3050,20260630
722,2593,"ITO EN,LTD.",Prime Market (Domestic),3050,20260630
724,2594,KEY COFFEE INC,Prime Market (Domestic),3050,20260630
725,2597,UNICAFE INC.,Standard Market(Domestic),3050,20260630
726,2602,"The Nisshin OilliO Group,Ltd.",Prime Market (Domestic),3050,20260630
727,2607,"FUJI OIL CO.,LTD.",Prime Market (Domestic),3050,20260630
728,2612,KADOYA SESAME MILLS INCORPORATED,Standard Market(Domestic),3050,20260630
729,2613,"J-OIL MILLS, INC.",Prime Market (Domestic),3050,20260630
730,261A,"Nihon Suido Consultants Co.,Ltd.",Standard Market(Domestic),9050,20260630
741,262A,INTERMESTIC INC.,Prime Market (Domestic),6100,20260630
762,264A,"Schoo,inc.",Growth Market(Domestic),9050,20260630
763,2652,MANDARAKE INC.,Standard Market(Domestic),6100,20260630
764,2653,"AEON KYUSHU CO.,LTD.",Standard Market(Domestic),6100,20260630
765,2654,ASMO CORPORATION,Standard Market(Domestic),6100,20260630
766,2656,Vector HOLDINGS Inc.,Standard Market(Domestic),6100,20260630
767,2659,"SAN-A CO.,LTD.",Prime Market (Domestic),6100,20260630
768,265A,Hmcomm Inc.,Growth Market(Domestic),5250,20260630
769,2664,CAWACHI LIMITED,Prime Market (Domestic),6100,20260630
770,2666,"AUTOWAVE Co.,Ltd.",Standard Market(Domestic),6100,20260630
771,2667,"ImageONE Co.,Ltd.",Standard Market(Domestic),6050,20260630
772,2668,Tabio Corporation,Standard Market(Domestic),6050,20260630
773,2669,"Kanemi Co.,Ltd.",Standard Market(Domestic),6100,20260630
775,2670,"ABC-MART,INC.",Prime Market (Domestic),6100,20260630
776,2673,"YUMEMITSUKETAI Co.,Ltd.",Standard Market(Domestic),6100,20260630
777,2674,"HARD OFF CORPORATION Co.,Ltd.",Prime Market (Domestic),6100,20260630
778,2676,"TAKACHIHO KOHEKI CO.,LTD.",Prime Market (Domestic),6050,20260630
779,2678,ASKUL Corporation,Prime Market (Domestic),6100,20260630
781,2681,GEO HOLDINGS CORPORATION,Prime Market (Domestic),6100,20260630
782,2683,"UOKI CO.,LTD.",Standard Market(Domestic),6100,20260630
783,2685,"and ST HD Co.,Ltd.",Prime Market (Domestic),6100,20260630
784,2687,CVS Bay Area Inc.,Standard Market(Domestic),9050,20260630
785,2689,"OLBA HEALTHCARE HOLDINGS,Inc.",Standard Market(Domestic),6050,20260630
786,268A,Rigaku Holdings Corporation,Prime Market (Domestic),3750,20260630
787,2693,YKT CORPORATION,Standard Market(Domestic),6050,20260630
788,2694,Yakiniku Sakai Holdings Inc.,Standard Market(Domestic),6100,20260630
789,2695,"Kura Sushi,Inc.",Prime Market (Domestic),6100,20260630
790,2698,"CAN DO CO.,LTD.",Standard Market(Domestic),6100,20260630
791,269A,Sapeet Inc.,Growth Market(Domestic),5250,20260630
792,2700,"KITOKU SHINRYO CO.,LTD.",Standard Market(Domestic),6050,20260630
793,2702,"McDonald's Holdings Company(Japan),Ltd.",Standard Market(Domestic),6100,20260630
794,2705,"OOTOYA Holdings Co.,Ltd.",Standard Market(Domestic),6100,20260630
795,2708,"KUZE CO.,LTD.",Standard Market(Domestic),6050,20260630
797,2721,J-Holdings Corp.,Standard Market(Domestic),6050,20260630
798,2722,"IK HOLDINGS Co.,Ltd.",Standard Market(Domestic),6100,20260630
799,2726,"PAL GROUP Holdings CO.,LTD",Prime Market (Domestic),6100,20260630
800,2730,EDION Corporation,Prime Market (Domestic),6100,20260630
801,2733,ARATA CORPORATION,Prime Market (Domestic),6050,20260630
802,2734,SALA CORPORATION,Prime Market (Domestic),6100,20260630
803,2735,"WATTS CO.,LTD.",Standard Market(Domestic),6100,20260630
804,2736,"Festaria Holdings Co.,Ltd.",Standard Market(Domestic),6100,20260630
805,2737,TOMEN DEVICES CORPORATION,Prime Market (Domestic),6050,20260630
807,2742,"HALOWS CO.,LTD.",Prime Market (Domestic),6100,20260630
808,2747,"Hokuyu Lucky Co.,Ltd.",Standard Market(Domestic),6100,20260630
809,2749,"JP-HOLDINGS,INC.",Prime Market (Domestic),9050,20260630
810,274A,"Garden Co.,Ltd.",Standard Market(Domestic),6100,20260630
811,2750,"S.ISHIMITSU&CO.,LTD.",Standard Market(Domestic),6050,20260630
812,2751,"TENPOS HOLDINGS Co.,Ltd.",Standard Market(Domestic),6050,20260630
813,2752,FUJIO FOOD GROUP INC.,Prime Market (Domestic),6100,20260630
814,2753,"AMIYAKI TEI CO.,LTD.",Prime Market (Domestic),6100,20260630
815,2760,TOKYO ELECTRON DEVICE LIMITED,Prime Market (Domestic),6050,20260630
816,2762,"SANKO MARKETING FOODS CO.,LTD.",Standard Market(Domestic),6100,20260630
817,2763,"FTGroup CO.,LTD.",Standard Market(Domestic),6050,20260630
818,2764,Hiramatsu Inc.,Standard Market(Domestic),6100,20260630
819,2767,TSUBURAYA FIELDS HOLDINGS INC.,Prime Market (Domestic),6050,20260630
820,2768,Sojitz Corporation,Prime Market (Domestic),6050,20260630
821,2769,"Village Vanguard CO.,LTD.",Standard Market(Domestic),6100,20260630
822,276A,CCReB Advisors Inc.,Growth Market(Domestic),8050,20260630
823,2776,"SHINTO Holdings,Inc.",Standard Market(Domestic),6050,20260630
824,2778,"PALEMO HOLDINGS CO.,LTD.",Standard Market(Domestic),6100,20260630
825,277A,Globe-ing Inc.,Prime Market (Domestic),9050,20260630
826,2780,"Komehyo Holdings Co.,Ltd.",Standard Market(Domestic),6100,20260630
827,2782,"Seria Co.,Ltd.",Standard Market(Domestic),6100,20260630
828,2784,Alfresa Holdings Corporation,Prime Market (Domestic),6050,20260630
829,2788,"APPLE INTERNATIONAL CO.,LTD.",Standard Market(Domestic),6050,20260630
830,2789,"Karula Co.,LTD.",Standard Market(Domestic),6100,20260630
831,278A,Terra Drone Corporation,Growth Market(Domestic),3750,20260630
832,2790,"NAFCO Co.,Ltd.",Standard Market(Domestic),6100,20260630
833,2791,"DAIKOKUTENBUSSAN CO.,LTD.",Prime Market (Domestic),6100,20260630
834,2792,"HONEYS HOLDINGS CO.,LTD.",Prime Market (Domestic),6100,20260630
835,2795,NIPPON PRIMEX INC.,Standard Market(Domestic),6050,20260630
836,2796,Pharmarise Holdings Corporation,Standard Market(Domestic),6100,20260630
837,2798,Y's table corporation,Standard Market(Domestic),6100,20260630
839,2801,KIKKOMAN CORPORATION,Prime Market (Domestic),3050,20260630
840,2802,"Ajinomoto Co.,Inc.",Prime Market (Domestic),3050,20260630
841,2804,"BULL-DOG SAUCE CO.,LTD.",Prime Market (Domestic),3050,20260630
842,2805,S&B FOODS INC.,Standard Market(Domestic),3050,20260630
843,2806,YUTAKA FOODS CORPORATION,Standard Market(Domestic),3050,20260630
844,2809,Kewpie Corporation,Prime Market (Domestic),3050,20260630
845,280A,TMH Inc.,Growth Market(Domestic),6050,20260630
846,2810,House Foods Group Inc.,Prime Market (Domestic),3050,20260630
847,2811,"KAGOME CO.,LTD.",Prime Market (Domestic),3050,20260630
848,2813,"Wakou Shokuhin Co.,Ltd.",Standard Market(Domestic),3050,20260630
849,2814,"SATO FOODS INDUSTRIES CO.,LTD.",Standard Market(Domestic),3050,20260630
850,2815,"ARIAKE JAPAN Co.,Ltd.",Prime Market (Domestic),3050,20260630
851,2816,"DAISHO CO.,LTD.",Standard Market(Domestic),3050,20260630
852,2818,"PIETRO Co.,Ltd.",Standard Market(Domestic),3050,20260630
853,2819,"EBARA Foods Industry,Inc.",Standard Market(Domestic),3050,20260630
854,281A,"Informetis Co.,Ltd.",Growth Market(Domestic),5250,20260630
855,2820,Yamami Company,Standard Market(Domestic),3050,20260630
857,2831,HAGOROMO FOODS CORPORATION,Standard Market(Domestic),3050,20260630
883,285A,Kioxia Holdings Corporation,Prime Market (Domestic),3650,20260630
893,286A,EUCALIA Inc.,Growth Market(Domestic),9050,20260630
895,2871,NICHIREI CORPORATION,Prime Market (Domestic),3050,20260630
896,2872,"SEIHYO CO.,LTD.",Standard Market(Domestic),3050,20260630
897,2874,"YOKOREI CO.,LTD.",Prime Market (Domestic),6050,20260630
898,2875,"TOYO SUISAN KAISHA,LTD.",Prime Market (Domestic),3050,20260630
899,2876,Delsole Corporation,Standard Market(Domestic),3050,20260630
900,2877,NittoBest Corporation,Standard Market(Domestic),3050,20260630
901,287A,"Kuroda Group Co.,Ltd.",Standard Market(Domestic),6050,20260630
902,2882,"EAT&HOLDINGS Co.,Ltd",Prime Market (Domestic),3050,20260630
903,2883,"DAIREI CO.,LTD.",Standard Market(Domestic),3050,20260630
904,2884,Yoshimura Food Holdings K.K.,Prime Market (Domestic),3050,20260630
905,288A,Laxus Technologies Inc.,Growth Market(Domestic),9050,20260630
906,2892,"NIHON SHOKUHIN KAKO CO.,LTD.",Standard Market(Domestic),3050,20260630
907,2894,"Ishii Food Co.,Ltd.",Standard Market(Domestic),3050,20260630
908,2897,"NISSIN FOODS HOLDINGS CO.,LTD.",Prime Market (Domestic),3050,20260630
909,2901,Wel-Dish.Incorporated,Standard Market(Domestic),3050,20260630
910,2903,"SHINOBU FOODS PRODUCTS CO.,LTD.",Standard Market(Domestic),3050,20260630
911,2904,"ICHIMASA KAMABOKO CO.,LTD.",Standard Market(Domestic),3050,20260630
912,2907,"AHJIKAN CO.,LTD.",Standard Market(Domestic),3050,20260630
913,2908,"FUJICCO CO.,LTD.",Prime Market (Domestic),3050,20260630
914,290A,Synspective Inc.,Growth Market(Domestic),5250,20260630
915,2910,"ROCK FIELD CO.,LTD.",Prime Market (Domestic),3050,20260630
916,2911,"ASAHIMATSU FOODS CO.,LTD.",Standard Market(Domestic),3050,20260630
917,2914,JAPAN TOBACCO INC.,Prime Market (Domestic),3050,20260630
918,2915,"KENKO Mayonnaise Co.,Ltd.",Prime Market (Domestic),3050,20260630
919,2916,"Semba Tohka Industries Co.,Ltd",Standard Market(Domestic),3050,20260630
920,2917,"OHMORIYA Co.,LTD.",Standard Market(Domestic),3050,20260630
921,2918,"WARABEYA NICHIYO HOLDINGS CO.,LTD.",Prime Market (Domestic),3050,20260630
922,291A,Reskill Corp.,Growth Market(Domestic),9050,20260630
923,2922,"NATORI CO.,LTD.",Prime Market (Domestic),3050,20260630
924,2923,"SATO FOODS CO.,LTD.",Standard Market(Domestic),3050,20260630
925,2924,"Ifuji Sangyo Co.,Ltd.",Standard Market(Domestic),3050,20260630
926,2926,"SHINOZAKIYA,INC.",Standard Market(Domestic),3050,20260630
927,2927,"AFC-HD AMS Life Science Co.,Ltd.",Standard Market(Domestic),3050,20260630
928,2929,"Pharma Foods International Co.,Ltd.",Prime Market (Domestic),3050,20260630
930,2930,Kitanotatsujin Corporation,Prime Market (Domestic),3200,20260630
931,2931,"Euglena Co.,Ltd.",Prime Market (Domestic),3050,20260630
932,2932,"STI Foods Holdings,Inc.",Standard Market(Domestic),3050,20260630
933,2933,KIBUN FOODS INC.,Prime Market (Domestic),3050,20260630
934,2934,"J Frontier Co.,Ltd.",Growth Market(Domestic),3050,20260630
935,2935,"PICKLES HOLDINGS CO.,LTD.",Prime Market (Domestic),3050,20260630
936,2936,"BASE FOOD,Inc.",Growth Market(Domestic),3050,20260630
937,2937,"St.Cousair CO.,LTD.",Growth Market(Domestic),3050,20260630
938,2938,"Okamura Foods Co.,Ltd.",Standard Market(Domestic),3050,20260630
942,2961,NITCHO CORPORATION,Standard Market(Domestic),3550,20260630
943,2962,"TECNISCO,LTD.",Standard Market(Domestic),3550,20260630
944,296A,"Reiwa Accounting Holdings Co.,Ltd.",Growth Market(Domestic),9050,20260630
945,2970,"GLC GROUP,INC.",Standard Market(Domestic),8050,20260630
948,2975,"Star Mica Holdings Co.,Ltd.",Prime Market (Domestic),8050,20260630
949,2978,TSUKURUBA Inc.,Growth Market(Domestic),8050,20260630
951,297A,"ALPICO HOLDINGS CO.,LTD.",Standard Market(Domestic),6100,20260630
952,2980,SRE Holdings Corporation,Prime Market (Domestic),8050,20260630
953,2981,Landix Inc.,Growth Market(Domestic),8050,20260630
954,2982,"A.D.Works Group Co.,Ltd.",Prime Market (Domestic),8050,20260630
955,2983,"Arr Planner Co.,Ltd.",Growth Market(Domestic),8050,20260630
956,2984,"Yamaichi Real Estate Co.,Ltd",Standard Market(Domestic),8050,20260630
958,2986,"LA Holdings Co.,Ltd.",Growth Market(Domestic),8050,20260630
960,298A,"GVA TECH,Inc.",Growth Market(Domestic),5250,20260630
962,2991,LANDNET Inc.,Standard Market(Domestic),8050,20260630
964,2993,Choei Inc.,Standard Market(Domestic),8050,20260630
967,2997,"STORAGE-OH Co.,Ltd.",Growth Market(Domestic),8050,20260630
968,2998,CREAL Inc.,Growth Market(Domestic),8050,20260630
969,2999,"Home Position Co.,Ltd.",Standard Market(Domestic),8050,20260630
970,299A,"Kurashiru,Inc.",Growth Market(Domestic),9050,20260630
971,3001,"Katakura Industries Co.,Ltd.",Standard Market(Domestic),3100,20260630
972,3002,GUNZE LIMITED,Prime Market (Domestic),3100,20260630
973,3003,"Hulic Co.,Ltd.",Prime Market (Domestic),8050,20260630
974,3004,SHINYEI KAISHA,Standard Market(Domestic),6050,20260630
975,300A,"MIC Co.,Ltd.",Standard Market(Domestic),9050,20260630
976,3010,"Polaris Holdings Co.,Ltd.",Standard Market(Domestic),9050,20260630
977,3011,"BANNERS CO.,LTD.",Standard Market(Domestic),6100,20260630
979,3020,"Applied Co.,Ltd.",Standard Market(Domestic),6100,20260630
980,3021,"Pacific Net Co.,Ltd.",Standard Market(Domestic),9050,20260630
981,3023,Rasa Corporation,Standard Market(Domestic),6050,20260630
982,3024,CREATE CORPORATION,Standard Market(Domestic),6050,20260630
983,3028,"Alpen Co.,Ltd.",Prime Market (Domestic),6100,20260630
984,302A,"b-style holdings,Inc.",Growth Market(Domestic),9050,20260630
985,3030,"HUB CO.,LTD.",Standard Market(Domestic),6100,20260630
986,3031,"RACCOON HOLDINGS,Inc.",Prime Market (Domestic),5250,20260630
987,3034,"Qol Holdings Co.,Ltd.",Prime Market (Domestic),6100,20260630
988,3035,ktk INC.,Standard Market(Domestic),6050,20260630
989,3036,ALCONIX CORPORATION,Prime Market (Domestic),6050,20260630
990,3038,"KOBE BUSSAN CO.,LTD.",Prime Market (Domestic),6050,20260630
991,303A,visumo Inc.,Growth Market(Domestic),5250,20260630
992,3040,SOLITON SYSTEMS K.K.,Prime Market (Domestic),5250,20260630
993,3041,"Beauty Kadan Holdings Co.,Ltd.",Standard Market(Domestic),6050,20260630
994,3042,SecuAvail Inc.,Standard Market(Domestic),5250,20260630
995,3045,"Kawasaki & Co.,Ltd.",Standard Market(Domestic),6050,20260630
996,3046,JINS HOLDINGS Inc.,Prime Market (Domestic),6100,20260630
997,3048,BIC CAMERA INC.,Prime Market (Domestic),6100,20260630
998,304A,"FORCIA,Inc.",Growth Market(Domestic),5250,20260630
999,3050,"DCM Holdings Co.,Ltd.",Prime Market (Domestic),6100,20260630
1000,3053,"PEPPER FOOD SERVICE CO.,LTD.",Standard Market(Domestic),6100,20260630
1001,3054,HYPER Inc.,Standard Market(Domestic),6050,20260630
1002,3058,Sanyodo Holdings Inc.,Standard Market(Domestic),6100,20260630
1003,3059,"HIRAKI CO.,LTD.",Standard Market(Domestic),6100,20260630
1005,3063,j-Group Holdings Corp.,Growth Market(Domestic),6100,20260630
1006,3064,"MonotaRO Co.,Ltd.",Prime Market (Domestic),6100,20260630
1007,3065,"Life Foods Co.,Ltd.",Standard Market(Domestic),6100,20260630
1008,3067,"TOKYO ICHIBAN FOODS CO.,LTD.",Standard Market(Domestic),6100,20260630
1009,3068,WDI Corporation,Standard Market(Domestic),6100,20260630
1010,3069,JFLA Holdings Inc.,Standard Market(Domestic),3050,20260630
1011,3070,"JELLY BEANS GROUP Co.,Ltd.",Growth Market(Domestic),6050,20260630
1012,3071,"Stream Co.,Ltd.",Standard Market(Domestic),6100,20260630
1013,3075,"Choushimaru Co.,Ltd.",Standard Market(Domestic),6100,20260630
1014,3076,Ai Holdings Corporation,Prime Market (Domestic),6050,20260630
1015,3077,"Horiifoodservice Co.,Ltd.",Standard Market(Domestic),6100,20260630
1016,3079,DVx Inc.,Standard Market(Domestic),6050,20260630
1018,3080,"JASON CO.,LTD.",Standard Market(Domestic),6100,20260630
1019,3082,"KICHIRI HOLDINGS & Co.,Ltd.",Standard Market(Domestic),6100,20260630
1020,3083,"Star seeds Co.,Ltd.",Standard Market(Domestic),6100,20260630
1021,3086,"J.FRONT RETAILING Co.,Ltd.",Prime Market (Domestic),6100,20260630
1022,3087,"DOUTOR・NICHIRES Holdings Co.,Ltd.",Prime Market (Domestic),6100,20260630
1023,3088,MatsukiyoCocokara & Co.,Prime Market (Domestic),6100,20260630
1024,3089,"Techno Alpha Co.,Ltd.",Standard Market(Domestic),6050,20260630
1026,3091,"BRONCO BILLY Co.,LTD.",Prime Market (Domestic),6100,20260630
1027,3092,"ZOZO,Inc.",Prime Market (Domestic),6100,20260630
1028,3093,"Treasure Factory Co.,LTD.",Prime Market (Domestic),6100,20260630
1029,3096,OCEAN SYSTEM CORPORATION,Standard Market(Domestic),6100,20260630
1030,3097,The Monogatari Corporation,Prime Market (Domestic),6100,20260630
1031,3099,Isetan Mitsukoshi Holdings Ltd.,Prime Market (Domestic),6100,20260630
1033,3101,"TOYOBO CO.,LTD.",Prime Market (Domestic),3200,20260630
1034,3103,UNITIKA LTD.,Standard Market(Domestic),3100,20260630
1035,3104,"Fujibo Holdings,Inc.",Prime Market (Domestic),3100,20260630
1036,3105,Nisshinbo Holdings Inc.,Prime Market (Domestic),3650,20260630
1037,3106,KURABO INDUSTRIES LTD.,Prime Market (Domestic),3100,20260630
1038,3107,"Daiwabo Holdings Co.,Ltd.",Prime Market (Domestic),6050,20260630
1039,3109,SHIKIBO LTD.,Prime Market (Domestic),3100,20260630
1041,3110,"NITTO BOSEKI CO.,LTD.",Prime Market (Domestic),3400,20260630
1042,3111,"OMIKENSHI CO.,LTD.",Standard Market(Domestic),3100,20260630
1043,3113,UNIVA Oak Holdings Limited,Standard Market(Domestic),7100,20260630
1044,3116,TOYOTA BOSHOKU CORPORATION,Prime Market (Domestic),3700,20260630
1046,3121,"MBK Co.,Ltd.",Standard Market(Domestic),9050,20260630
1047,3123,"SAIBO Co.,Ltd.",Standard Market(Domestic),3100,20260630
1049,3131,SHINDEN HIGHTEX CORPORATION,Standard Market(Domestic),6050,20260630
1050,3132,"MACNICA HOLDINGS,INC.",Prime Market (Domestic),6050,20260630
1051,3133,"kaihan co.,Ltd.",Growth Market(Domestic),6100,20260630
1052,3134,Hamee Corp.,Standard Market(Domestic),6100,20260630
1053,3135,"MarketEnterprise Co.,Ltd",Standard Market(Domestic),6100,20260630
1055,3138,"Fujisan Magazine Service Co.,Ltd.",Standard Market(Domestic),6100,20260630
1056,3139,"Lacto Japan Co.,Ltd.",Prime Market (Domestic),6050,20260630
1058,3140,"BRUNO,Inc.",Growth Market(Domestic),6050,20260630
1059,3143,O'will Corporation,Standard Market(Domestic),6050,20260630
1060,3148,"CREATE SD HOLDINGS CO.,LTD.",Prime Market (Domestic),6100,20260630
1062,3150,"grems,Inc.",Prime Market (Domestic),4050,20260630
1063,3151,"VITAL KSK HOLDINGS,INC.",Prime Market (Domestic),6050,20260630
1064,3153,"Yashima Denki Co.,Ltd.",Prime Market (Domestic),6050,20260630
1065,3154,"MEDIUS HOLDINGS Co.,Ltd.",Prime Market (Domestic),6050,20260630
1066,3156,Restar Corporation,Prime Market (Domestic),6050,20260630
1067,3157,GEOLIVE Group Corporation,Standard Market(Domestic),6050,20260630
1068,3159,"Maruzen CHI Holdings Co.,Ltd.",Standard Market(Domestic),6100,20260630
1070,3160,"OOMITSU CO.,LTD.",Standard Market(Domestic),6050,20260630
1071,3161,AZEARTH Corporation,Standard Market(Domestic),6050,20260630
1072,3166,"OCHI HOLDINGS CO.,LTD.",Standard Market(Domestic),6050,20260630
