research_rank,asset_id,ticker,company_name,exchange,cik,candidate_matrix_status,evidence_level,experimental_score,score_bucket,fundamentals_quality_score,growth_momentum_score,profitability_cashflow_score,price_momentum_trend_score,risk_liquidity_score,top_positive_drivers,top_risk_drivers,missing_reason,experimental_score_notes,scoring_calculated,ranking_calculated,recommendation_generated,phase
65,U00586,CERT,"Certara, Inc. - Common Stock",NASDAQ,0001827090,CANDIDATE_MATRIX_READY,high,64.1052,INVESTIGATE_MEDIUM,78.2122,61.6631,73.4889,46.4349,43.2416,positive revenue growth; positive profitability/FCF signal; positive price trend,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
66,U00177,AMPL,"Amplitude, Inc. - Class A Common Stock",NASDAQ,0001866692,CANDIDATE_MATRIX_READY,high,64.0206,INVESTIGATE_MEDIUM,64.8321,69.5773,50.1477,81.7979,42.664,positive revenue growth; positive profitability/FCF signal; positive price trend; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
67,U00215,APPN,Appian Corporation - Class A Common Stock,NASDAQ,0001441683,CANDIDATE_MATRIX_READY,high,63.9304,INVESTIGATE_MEDIUM,55.1955,71.2059,65.3966,86.1312,28.2496,positive revenue growth; positive profitability/FCF signal; positive price trend; positive 12m momentum,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
68,U00638,CLBT,Cellebrite DI Ltd. - Ordinary Shares,NASDAQ,0001854587,CANDIDATE_MATRIX_READY,high,63.3614,INVESTIGATE_MEDIUM,89.5627,57.0133,95.4487,7.5857,44.83,positive revenue growth; positive profitability/FCF signal,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
69,U00189,ANGO,"AngioDynamics, Inc. - Common Stock",NASDAQ,0001275187,CANDIDATE_MATRIX_READY,high,63.345,INVESTIGATE_MEDIUM,61.7688,62.6159,40.7783,88.4116,64.5323,positive revenue growth; positive profitability/FCF signal; positive price trend; positive 12m momentum,no dominant risk flag in tracked fields,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
70,U00415,BLZE,"Backblaze, Inc. - Common Stock",NASDAQ,0001462056,CANDIDATE_MATRIX_READY,high,63.2839,INVESTIGATE_MEDIUM,64.0639,69.0209,54.3653,83.7338,26.4074,positive revenue growth; positive profitability/FCF signal; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
71,U00469,BSY,"Bentley Systems, Incorporated - Class B Common Stock",NASDAQ,0001031308,CANDIDATE_MATRIX_READY,high,63.2774,INVESTIGATE_MEDIUM,81.7079,57.4306,96.5345,14.9634,49.7932,positive revenue growth; positive profitability/FCF signal,large 12m drawdown; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
72,U00058,ADMA,ADMA Biologics Inc - Common Stock,NASDAQ,0001368514,CANDIDATE_MATRIX_READY,high,63.2414,INVESTIGATE_MEDIUM,91.4719,70.3888,85.7251,0.0,45.7707,positive revenue growth; positive profitability/FCF signal,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
73,U00526,CASY,"Caseys General Stores, Inc. - Common Stock",NASDAQ,0000726958,CANDIDATE_MATRIX_READY,high,63.1529,INVESTIGATE_MEDIUM,66.5895,52.8865,65.491,63.8229,67.3594,positive revenue growth; positive profitability/FCF signal; positive 12m momentum,no dominant risk flag in tracked fields,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
74,U00307,AVGO,Broadcom Inc. - Common Stock,NASDAQ,0001730168,CANDIDATE_MATRIX_READY,high,63.1365,INVESTIGATE_MEDIUM,71.4627,58.8033,60.0,60.3527,58.6652,positive revenue growth; positive profitability/FCF signal; positive 12m momentum,no dominant risk flag in tracked fields,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
75,U00320,AXGN,"Axogen, Inc. - Common Stock",NASDAQ,0000805928,CANDIDATE_MATRIX_READY,high,63.1046,INVESTIGATE_MEDIUM,65.2216,71.114,18.9854,94.2975,66.5875,positive revenue growth; positive price trend; positive 12m momentum,no dominant risk flag in tracked fields,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
76,U00612,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,NASDAQ,0001015922,CANDIDATE_MATRIX_READY,high,62.9654,INVESTIGATE_MEDIUM,87.0577,48.008,100.0,11.3034,49.8583,positive revenue growth; positive profitability/FCF signal,large 12m drawdown; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
77,U00491,BWMN,Bowman Consulting Group Ltd. - Common Stock,NASDAQ,0001847590,CANDIDATE_MATRIX_READY,high,62.7708,INVESTIGATE_MEDIUM,69.5048,69.3116,67.3745,53.336,39.1492,positive revenue growth; positive profitability/FCF signal,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
78,U00574,CELH,"Celsius Holdings, Inc. - Common Stock",NASDAQ,0001341766,CANDIDATE_MATRIX_READY,high,62.7007,INVESTIGATE_MEDIUM,90.6255,77.488,76.6323,2.4611,41.9672,positive revenue growth; positive profitability/FCF signal,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
79,U00359,BCPC,Balchem Corporation - Common Stock,NASDAQ,0000009326,CANDIDATE_MATRIX_READY,high,62.4426,INVESTIGATE_MEDIUM,71.4368,57.6039,59.6292,45.5601,84.5295,positive revenue growth; positive profitability/FCF signal; positive price trend; positive 12m momentum,no dominant risk flag in tracked fields,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
80,U00294,AUDC,AudioCodes Ltd. - Ordinary Shares,NASDAQ,0001086434,CANDIDATE_MATRIX_READY,high,62.1756,INVESTIGATE_MEDIUM,70.2357,41.4932,73.1096,60.6099,60.6236,positive revenue growth; positive profitability/FCF signal; positive price trend; positive 12m momentum,no dominant risk flag in tracked fields,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
81,U00150,ALOT,"AstroNova, Inc. - Common Stock",NASDAQ,0000008146,CANDIDATE_MATRIX_READY,high,62.0653,INVESTIGATE_MEDIUM,66.0526,29.2385,62.5462,100.0,38.9256,positive profitability/FCF signal; positive price trend; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
82,U00133,ALGM,"Allegro MicroSystems, Inc. - Common Stock",NASDAQ,0000866291,CANDIDATE_MATRIX_READY,high,62.0651,INVESTIGATE_MEDIUM,80.2976,58.3303,68.2077,41.0993,44.4838,positive revenue growth; positive profitability/FCF signal; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
83,U00134,ALGN,"Align Technology, Inc. - Common Stock",NASDAQ,0001097149,CANDIDATE_MATRIX_READY,high,62.0569,INVESTIGATE_MEDIUM,79.4389,39.4394,86.1001,30.6102,69.9527,positive revenue growth; positive profitability/FCF signal; positive 12m momentum,no dominant risk flag in tracked fields,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
84,U00280,ATLC,Atlanticus Holdings Corporation - Common Stock,NASDAQ,0001464343,CANDIDATE_MATRIX_READY,high,62.0344,INVESTIGATE_MEDIUM,55.6547,79.2498,50.5541,76.2498,41.2725,positive revenue growth; positive profitability/FCF signal; positive 12m momentum,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
85,U00556,CCSI,"Consensus Cloud Solutions, Inc. - Common Stock",NASDAQ,0001866633,CANDIDATE_MATRIX_READY,high,61.7789,INVESTIGATE_MEDIUM,69.7957,19.6321,99.5582,64.098,41.8257,positive profitability/FCF signal; positive 12m momentum,balance-sheet risk flag; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
86,U00648,CLOV,"Clover Health Investments, Corp. - Class A Common stock",NASDAQ,0001801170,CANDIDATE_MATRIX_READY,high,61.6801,INVESTIGATE_MEDIUM,69.8962,78.6196,19.6867,83.0699,44.3595,positive revenue growth; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
87,U00441,BOSC,B.O.S. Better Online Solutions - Ordinary Shares,NASDAQ,0001005516,CANDIDATE_MATRIX_READY,high,61.2851,INVESTIGATE_MEDIUM,63.4352,70.4419,78.6745,28.1601,67.9922,positive revenue growth; positive profitability/FCF signal,large 12m drawdown,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
88,U00610,CHEF,"The Chefs' Warehouse, Inc. - Common Stock",NASDAQ,0001517175,CANDIDATE_MATRIX_READY,high,61.2063,INVESTIGATE_MEDIUM,49.8836,62.4865,42.9645,94.2127,63.0852,positive revenue growth; positive profitability/FCF signal; positive price trend; positive 12m momentum,no dominant risk flag in tracked fields,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
89,U00168,AMCX,AMC Global Media Inc. - Class A Common Stock,NASDAQ,0001514991,CANDIDATE_MATRIX_READY,high,61.1937,INVESTIGATE_MEDIUM,60.8551,20.9027,75.4055,93.6195,49.5163,positive profitability/FCF signal; positive price trend; positive 12m momentum,risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
90,U00205,APEI,"American Public Education, Inc. - Common Stock",NASDAQ,0001201792,CANDIDATE_MATRIX_READY,high,60.9354,INVESTIGATE_MEDIUM,71.2261,42.1135,71.6356,54.1438,59.8899,positive revenue growth; positive profitability/FCF signal; positive 12m momentum,no dominant risk flag in tracked fields,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
91,U00572,CEG,Constellation Energy Corporation - Common Stock When-Issued,NASDAQ,0001868275,CANDIDATE_MATRIX_READY,high,60.6352,INVESTIGATE_MEDIUM,68.9008,66.9077,78.2173,29.9227,49.5537,positive revenue growth; positive profitability/FCF signal,large 12m drawdown; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
92,U00428,BNC,CEA Industries Inc. - Common Stock,NASDAQ,0001482541,CANDIDATE_MATRIX_READY,high,60.5652,INVESTIGATE_MEDIUM,95.0,76.2727,65.0,1.2584,35.5903,positive revenue growth; positive profitability/FCF signal,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
93,U00140,ALKT,"Alkami Technology, Inc. - Common Stock",NASDAQ,0001529274,CANDIDATE_MATRIX_READY,high,60.3091,INVESTIGATE_MEDIUM,70.0116,73.0758,56.1769,41.2814,51.9879,positive revenue growth; positive profitability/FCF signal; positive price trend,large 12m drawdown; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
94,U00032,ACGL,Arch Capital Group Ltd. - Common Stock,NASDAQ,0000947484,CANDIDATE_MATRIX_READY,high,60.0311,INVESTIGATE_MEDIUM,63.0821,66.0999,63.4391,38.2211,75.5449,positive revenue growth; positive profitability/FCF signal; positive 12m momentum,no dominant risk flag in tracked fields,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
95,U00148,ALNT,Allient Inc. - Common Stock,NASDAQ,0000046129,CANDIDATE_MATRIX_READY,high,59.9263,INVESTIGATE_LOW,60.3261,46.8698,51.3374,83.1006,55.6687,positive revenue growth; positive profitability/FCF signal; positive 12m momentum,high 6m volatility,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
96,U00483,BUUU,BUUU Group Limited - Class A Ordinary Share,NASDAQ,0002047273,CANDIDATE_MATRIX_READY,high,59.8872,INVESTIGATE_LOW,60.6391,15.0,78.7058,95.0,39.5429,positive profitability/FCF signal; positive price trend; positive 12m momentum,high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
97,U00014,ABCL,AbCellera Biologics Inc. - Common Shares,NASDAQ,0001703057,CANDIDATE_MATRIX_READY,high,59.8739,INVESTIGATE_LOW,66.793,85.0,0.0,95.0,38.3597,positive revenue growth; positive price trend; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
98,U00500,CAAS,"China Automotive Systems, Inc. - Ordinary Share",NASDAQ,0002037400,CANDIDATE_MATRIX_READY,high,59.5995,INVESTIGATE_LOW,60.6855,13.3107,77.0654,82.0873,69.0117,positive profitability/FCF signal; positive price trend; positive 12m momentum,no dominant risk flag in tracked fields,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
99,U00216,APPS,"Digital Turbine, Inc. - Common Stock",NASDAQ,0000317788,CANDIDATE_MATRIX_READY,high,59.3448,INVESTIGATE_LOW,54.1995,67.749,48.4909,87.0,24.3699,positive revenue growth; positive profitability/FCF signal; positive 12m momentum,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
